,_id,title,text,rating,reviewer_handle,language,flight_date,flight_connection,flight_type,booking_class
204,7AmCD7AB,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
205,stVtrLON,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
206,6BO4JSpe,Totales Chaos bei der Gepäckausgabe,"Mit dem Flug an sich war alles in Ordnung, aber die Gepäckausgabe war sehr schlecht organisiert. Nach langen warten kamen die letzen Gepäckstücke aber mein Koffer so wie der von ca 15 weiteren Personen war nicht dabei. Als das Gepäckband dann stoppte fragten wir beim Serviceschalter nach wo wir informiert wurden dass alle die ein Anschlussflug oder Zug mitgebucht haben das Gepäck Kim einer anderen Halle abholen müssen. Als wir die besagte Halle gefunden hatten mussten wir nochmals lange warten bis unser Gepäck endlich ankam. Mein Anschlusszug war bis dahin aber weg. Diese Prozedur sei wohl normal, einen Sinn haften Grund sehe ich dafür allerdings nicht. Da machen andere Airlines einen deutlich besseren Job.",2.0,,,Mai 2020,London - Frankfurt,,
207,6fJutXLu,Schlechtester Kunden-Service ever,"Die Lufthansa verspricht viel, hält aber wenig. Auf Grund der Pandesmie wurde mein Flug storniert und auf die Rückerstattung warte ich schon seit mehr als 2 Monate. Bei Emirates war eine Rückerstattung bequem per Onlineformular anzumelden und innerhalb von 3 Wochen war eine volle Erstattung möglich. Als Passagier ist man der Lufthansa nichts wert, kommt gar nicht erst durch beim Service-Center und begegnet purerArroganz.",1.0,,,März 2020,Frankfurt - Zurich,,
208,63yURokS,Unfähig,Personal war freundlich und alles lief trotz Corona bis zur Landung normal. Dann kam die gesamte Unfähigkeit zum tragen. Der Flieger wurde nicht am Terminal in Frankfurt abgefertigt. Sondern es musste (obwohl wegen Corona praktisch kein Flugverkehr herrscht) über den Hintereingang ausgestiegen werden und dann erfolgte der Abtransport in Bussen. Man hatte nicht genügend Busse. So musste man noch ewig auf die Busse warten. Eine Frechheit war die Ausrede des Kapitäns. Wir sind zu früh gelandet und unser Gate war besetzt. Ich stelle leider fest das wir pünktlich gelandet sind. Dumme ausreden.,2.0,,,Mai 2020,Hamburg - Frankfurt,,
209,6CF8Ypq4,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
210,xmAhbQfx,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
211,xvTM3TZ9,Totales Chaos bei der Gepäckausgabe,"Mit dem Flug an sich war alles in Ordnung, aber die Gepäckausgabe war sehr schlecht organisiert. Nach langen warten kamen die letzen Gepäckstücke aber mein Koffer so wie der von ca 15 weiteren Personen war nicht dabei. Als das Gepäckband dann stoppte fragten wir beim Serviceschalter nach wo wir informiert wurden dass alle die ein Anschlussflug oder Zug mitgebucht haben das Gepäck Kim einer anderen Halle abholen müssen. Als wir die besagte Halle gefunden hatten mussten wir nochmals lange warten bis unser Gepäck endlich ankam. Mein Anschlusszug war bis dahin aber weg. Diese Prozedur sei wohl normal, einen Sinn haften Grund sehe ich dafür allerdings nicht. Da machen andere Airlines einen deutlich besseren Job.",2.0,,,Mai 2020,London - Frankfurt,,
212,EkjeEx84,Schlechtester Kunden-Service ever,"Die Lufthansa verspricht viel, hält aber wenig. Auf Grund der Pandesmie wurde mein Flug storniert und auf die Rückerstattung warte ich schon seit mehr als 2 Monate. Bei Emirates war eine Rückerstattung bequem per Onlineformular anzumelden und innerhalb von 3 Wochen war eine volle Erstattung möglich. Als Passagier ist man der Lufthansa nichts wert, kommt gar nicht erst durch beim Service-Center und begegnet purerArroganz.",1.0,,,März 2020,Frankfurt - Zurich,,
213,GvbtGu0D,Unfähig,Personal war freundlich und alles lief trotz Corona bis zur Landung normal. Dann kam die gesamte Unfähigkeit zum tragen. Der Flieger wurde nicht am Terminal in Frankfurt abgefertigt. Sondern es musste (obwohl wegen Corona praktisch kein Flugverkehr herrscht) über den Hintereingang ausgestiegen werden und dann erfolgte der Abtransport in Bussen. Man hatte nicht genügend Busse. So musste man noch ewig auf die Busse warten. Eine Frechheit war die Ausrede des Kapitäns. Wir sind zu früh gelandet und unser Gate war besetzt. Ich stelle leider fest das wir pünktlich gelandet sind. Dumme ausreden.,2.0,,,Mai 2020,Hamburg - Frankfurt,,
214,04Zp8WUI,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
215,2QReYlhC,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
216,EG9WULN4,Totales Chaos bei der Gepäckausgabe,"Mit dem Flug an sich war alles in Ordnung, aber die Gepäckausgabe war sehr schlecht organisiert. Nach langen warten kamen die letzen Gepäckstücke aber mein Koffer so wie der von ca 15 weiteren Personen war nicht dabei. Als das Gepäckband dann stoppte fragten wir beim Serviceschalter nach wo wir informiert wurden dass alle die ein Anschlussflug oder Zug mitgebucht haben das Gepäck Kim einer anderen Halle abholen müssen. Als wir die besagte Halle gefunden hatten mussten wir nochmals lange warten bis unser Gepäck endlich ankam. Mein Anschlusszug war bis dahin aber weg. Diese Prozedur sei wohl normal, einen Sinn haften Grund sehe ich dafür allerdings nicht. Da machen andere Airlines einen deutlich besseren Job.",2.0,,,Mai 2020,London - Frankfurt,,
217,8T3QhTU8,Schlechtester Kunden-Service ever,"Die Lufthansa verspricht viel, hält aber wenig. Auf Grund der Pandesmie wurde mein Flug storniert und auf die Rückerstattung warte ich schon seit mehr als 2 Monate. Bei Emirates war eine Rückerstattung bequem per Onlineformular anzumelden und innerhalb von 3 Wochen war eine volle Erstattung möglich. Als Passagier ist man der Lufthansa nichts wert, kommt gar nicht erst durch beim Service-Center und begegnet purerArroganz.",1.0,,,März 2020,Frankfurt - Zurich,,
218,hdOHNpAZ,Unfähig,Personal war freundlich und alles lief trotz Corona bis zur Landung normal. Dann kam die gesamte Unfähigkeit zum tragen. Der Flieger wurde nicht am Terminal in Frankfurt abgefertigt. Sondern es musste (obwohl wegen Corona praktisch kein Flugverkehr herrscht) über den Hintereingang ausgestiegen werden und dann erfolgte der Abtransport in Bussen. Man hatte nicht genügend Busse. So musste man noch ewig auf die Busse warten. Eine Frechheit war die Ausrede des Kapitäns. Wir sind zu früh gelandet und unser Gate war besetzt. Ich stelle leider fest das wir pünktlich gelandet sind. Dumme ausreden.,2.0,,,Mai 2020,Hamburg - Frankfurt,,
219,awWYdBTK,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
220,udsP5Xs1,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
221,apo7QEU0,Totales Chaos bei der Gepäckausgabe,"Mit dem Flug an sich war alles in Ordnung, aber die Gepäckausgabe war sehr schlecht organisiert. Nach langen warten kamen die letzen Gepäckstücke aber mein Koffer so wie der von ca 15 weiteren Personen war nicht dabei. Als das Gepäckband dann stoppte fragten wir beim Serviceschalter nach wo wir informiert wurden dass alle die ein Anschlussflug oder Zug mitgebucht haben das Gepäck Kim einer anderen Halle abholen müssen. Als wir die besagte Halle gefunden hatten mussten wir nochmals lange warten bis unser Gepäck endlich ankam. Mein Anschlusszug war bis dahin aber weg. Diese Prozedur sei wohl normal, einen Sinn haften Grund sehe ich dafür allerdings nicht. Da machen andere Airlines einen deutlich besseren Job.",2.0,,,Mai 2020,London - Frankfurt,,
222,xxIf1YGf,Schlechtester Kunden-Service ever,"Die Lufthansa verspricht viel, hält aber wenig. Auf Grund der Pandesmie wurde mein Flug storniert und auf die Rückerstattung warte ich schon seit mehr als 2 Monate. Bei Emirates war eine Rückerstattung bequem per Onlineformular anzumelden und innerhalb von 3 Wochen war eine volle Erstattung möglich. Als Passagier ist man der Lufthansa nichts wert, kommt gar nicht erst durch beim Service-Center und begegnet purerArroganz.",1.0,,,März 2020,Frankfurt - Zurich,,
223,oYWCyiYf,Unfähig,Personal war freundlich und alles lief trotz Corona bis zur Landung normal. Dann kam die gesamte Unfähigkeit zum tragen. Der Flieger wurde nicht am Terminal in Frankfurt abgefertigt. Sondern es musste (obwohl wegen Corona praktisch kein Flugverkehr herrscht) über den Hintereingang ausgestiegen werden und dann erfolgte der Abtransport in Bussen. Man hatte nicht genügend Busse. So musste man noch ewig auf die Busse warten. Eine Frechheit war die Ausrede des Kapitäns. Wir sind zu früh gelandet und unser Gate war besetzt. Ich stelle leider fest das wir pünktlich gelandet sind. Dumme ausreden.,2.0,,,Mai 2020,Hamburg - Frankfurt,,
224,oSxv2axC,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
225,ZQ2a2OLl,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
226,drJXwV3U,Totales Chaos bei der Gepäckausgabe,"Mit dem Flug an sich war alles in Ordnung, aber die Gepäckausgabe war sehr schlecht organisiert. Nach langen warten kamen die letzen Gepäckstücke aber mein Koffer so wie der von ca 15 weiteren Personen war nicht dabei. Als das Gepäckband dann stoppte fragten wir beim Serviceschalter nach wo wir informiert wurden dass alle die ein Anschlussflug oder Zug mitgebucht haben das Gepäck Kim einer anderen Halle abholen müssen. Als wir die besagte Halle gefunden hatten mussten wir nochmals lange warten bis unser Gepäck endlich ankam. Mein Anschlusszug war bis dahin aber weg. Diese Prozedur sei wohl normal, einen Sinn haften Grund sehe ich dafür allerdings nicht. Da machen andere Airlines einen deutlich besseren Job.",2.0,,,Mai 2020,London - Frankfurt,,
227,ckfXx034,Schlechtester Kunden-Service ever,"Die Lufthansa verspricht viel, hält aber wenig. Auf Grund der Pandesmie wurde mein Flug storniert und auf die Rückerstattung warte ich schon seit mehr als 2 Monate. Bei Emirates war eine Rückerstattung bequem per Onlineformular anzumelden und innerhalb von 3 Wochen war eine volle Erstattung möglich. Als Passagier ist man der Lufthansa nichts wert, kommt gar nicht erst durch beim Service-Center und begegnet purerArroganz.",1.0,,,März 2020,Frankfurt - Zurich,,
228,IIFko5eV,Unfähig,Personal war freundlich und alles lief trotz Corona bis zur Landung normal. Dann kam die gesamte Unfähigkeit zum tragen. Der Flieger wurde nicht am Terminal in Frankfurt abgefertigt. Sondern es musste (obwohl wegen Corona praktisch kein Flugverkehr herrscht) über den Hintereingang ausgestiegen werden und dann erfolgte der Abtransport in Bussen. Man hatte nicht genügend Busse. So musste man noch ewig auf die Busse warten. Eine Frechheit war die Ausrede des Kapitäns. Wir sind zu früh gelandet und unser Gate war besetzt. Ich stelle leider fest das wir pünktlich gelandet sind. Dumme ausreden.,2.0,,,Mai 2020,Hamburg - Frankfurt,,
229,AnD25LWu,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
230,HRF1NPfL,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
231,x6yGPr7N,Totales Chaos bei der Gepäckausgabe,"Mit dem Flug an sich war alles in Ordnung, aber die Gepäckausgabe war sehr schlecht organisiert. Nach langen warten kamen die letzen Gepäckstücke aber mein Koffer so wie der von ca 15 weiteren Personen war nicht dabei. Als das Gepäckband dann stoppte fragten wir beim Serviceschalter nach wo wir informiert wurden dass alle die ein Anschlussflug oder Zug mitgebucht haben das Gepäck Kim einer anderen Halle abholen müssen. Als wir die besagte Halle gefunden hatten mussten wir nochmals lange warten bis unser Gepäck endlich ankam. Mein Anschlusszug war bis dahin aber weg. Diese Prozedur sei wohl normal, einen Sinn haften Grund sehe ich dafür allerdings nicht. Da machen andere Airlines einen deutlich besseren Job.",2.0,,,Mai 2020,London - Frankfurt,,
232,lbd6Ixa8,Schlechtester Kunden-Service ever,"Die Lufthansa verspricht viel, hält aber wenig. Auf Grund der Pandesmie wurde mein Flug storniert und auf die Rückerstattung warte ich schon seit mehr als 2 Monate. Bei Emirates war eine Rückerstattung bequem per Onlineformular anzumelden und innerhalb von 3 Wochen war eine volle Erstattung möglich. Als Passagier ist man der Lufthansa nichts wert, kommt gar nicht erst durch beim Service-Center und begegnet purerArroganz.",1.0,,,März 2020,Frankfurt - Zurich,,
233,9hs9kz0p,Unfähig,Personal war freundlich und alles lief trotz Corona bis zur Landung normal. Dann kam die gesamte Unfähigkeit zum tragen. Der Flieger wurde nicht am Terminal in Frankfurt abgefertigt. Sondern es musste (obwohl wegen Corona praktisch kein Flugverkehr herrscht) über den Hintereingang ausgestiegen werden und dann erfolgte der Abtransport in Bussen. Man hatte nicht genügend Busse. So musste man noch ewig auf die Busse warten. Eine Frechheit war die Ausrede des Kapitäns. Wir sind zu früh gelandet und unser Gate war besetzt. Ich stelle leider fest das wir pünktlich gelandet sind. Dumme ausreden.,2.0,,,Mai 2020,Hamburg - Frankfurt,,
234,D8Ayxt1E,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
235,Oq2ivjEO,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
236,g2X5BjNZ,Totales Chaos bei der Gepäckausgabe,"Mit dem Flug an sich war alles in Ordnung, aber die Gepäckausgabe war sehr schlecht organisiert. Nach langen warten kamen die letzen Gepäckstücke aber mein Koffer so wie der von ca 15 weiteren Personen war nicht dabei. Als das Gepäckband dann stoppte fragten wir beim Serviceschalter nach wo wir informiert wurden dass alle die ein Anschlussflug oder Zug mitgebucht haben das Gepäck Kim einer anderen Halle abholen müssen. Als wir die besagte Halle gefunden hatten mussten wir nochmals lange warten bis unser Gepäck endlich ankam. Mein Anschlusszug war bis dahin aber weg. Diese Prozedur sei wohl normal, einen Sinn haften Grund sehe ich dafür allerdings nicht. Da machen andere Airlines einen deutlich besseren Job.",2.0,,,Mai 2020,London - Frankfurt,,
237,iBbEfybV,Schlechtester Kunden-Service ever,"Die Lufthansa verspricht viel, hält aber wenig. Auf Grund der Pandesmie wurde mein Flug storniert und auf die Rückerstattung warte ich schon seit mehr als 2 Monate. Bei Emirates war eine Rückerstattung bequem per Onlineformular anzumelden und innerhalb von 3 Wochen war eine volle Erstattung möglich. Als Passagier ist man der Lufthansa nichts wert, kommt gar nicht erst durch beim Service-Center und begegnet purerArroganz.",1.0,,,März 2020,Frankfurt - Zurich,,
238,wPEHMgEb,Unfähig,Personal war freundlich und alles lief trotz Corona bis zur Landung normal. Dann kam die gesamte Unfähigkeit zum tragen. Der Flieger wurde nicht am Terminal in Frankfurt abgefertigt. Sondern es musste (obwohl wegen Corona praktisch kein Flugverkehr herrscht) über den Hintereingang ausgestiegen werden und dann erfolgte der Abtransport in Bussen. Man hatte nicht genügend Busse. So musste man noch ewig auf die Busse warten. Eine Frechheit war die Ausrede des Kapitäns. Wir sind zu früh gelandet und unser Gate war besetzt. Ich stelle leider fest das wir pünktlich gelandet sind. Dumme ausreden.,2.0,,,Mai 2020,Hamburg - Frankfurt,,
239,LyvtpZns,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
240,EHWOR5xo,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
241,OlfLz4zk,Totales Chaos bei der Gepäckausgabe,"Mit dem Flug an sich war alles in Ordnung, aber die Gepäckausgabe war sehr schlecht organisiert. Nach langen warten kamen die letzen Gepäckstücke aber mein Koffer so wie der von ca 15 weiteren Personen war nicht dabei. Als das Gepäckband dann stoppte fragten wir beim Serviceschalter nach wo wir informiert wurden dass alle die ein Anschlussflug oder Zug mitgebucht haben das Gepäck Kim einer anderen Halle abholen müssen. Als wir die besagte Halle gefunden hatten mussten wir nochmals lange warten bis unser Gepäck endlich ankam. Mein Anschlusszug war bis dahin aber weg. Diese Prozedur sei wohl normal, einen Sinn haften Grund sehe ich dafür allerdings nicht. Da machen andere Airlines einen deutlich besseren Job.",2.0,,,Mai 2020,London - Frankfurt,,
242,gH1dBOBX,Schlechtester Kunden-Service ever,"Die Lufthansa verspricht viel, hält aber wenig. Auf Grund der Pandesmie wurde mein Flug storniert und auf die Rückerstattung warte ich schon seit mehr als 2 Monate. Bei Emirates war eine Rückerstattung bequem per Onlineformular anzumelden und innerhalb von 3 Wochen war eine volle Erstattung möglich. Als Passagier ist man der Lufthansa nichts wert, kommt gar nicht erst durch beim Service-Center und begegnet purerArroganz.",1.0,,,März 2020,Frankfurt - Zurich,,
243,9Uv36JbH,Unfähig,Personal war freundlich und alles lief trotz Corona bis zur Landung normal. Dann kam die gesamte Unfähigkeit zum tragen. Der Flieger wurde nicht am Terminal in Frankfurt abgefertigt. Sondern es musste (obwohl wegen Corona praktisch kein Flugverkehr herrscht) über den Hintereingang ausgestiegen werden und dann erfolgte der Abtransport in Bussen. Man hatte nicht genügend Busse. So musste man noch ewig auf die Busse warten. Eine Frechheit war die Ausrede des Kapitäns. Wir sind zu früh gelandet und unser Gate war besetzt. Ich stelle leider fest das wir pünktlich gelandet sind. Dumme ausreden.,2.0,,,Mai 2020,Hamburg - Frankfurt,,
244,UbVlhQaf,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
245,VI9FZrCO,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
246,yYwfEooC,Totales Chaos bei der Gepäckausgabe,"Mit dem Flug an sich war alles in Ordnung, aber die Gepäckausgabe war sehr schlecht organisiert. Nach langen warten kamen die letzen Gepäckstücke aber mein Koffer so wie der von ca 15 weiteren Personen war nicht dabei. Als das Gepäckband dann stoppte fragten wir beim Serviceschalter nach wo wir informiert wurden dass alle die ein Anschlussflug oder Zug mitgebucht haben das Gepäck Kim einer anderen Halle abholen müssen. Als wir die besagte Halle gefunden hatten mussten wir nochmals lange warten bis unser Gepäck endlich ankam. Mein Anschlusszug war bis dahin aber weg. Diese Prozedur sei wohl normal, einen Sinn haften Grund sehe ich dafür allerdings nicht. Da machen andere Airlines einen deutlich besseren Job.",2.0,,,Mai 2020,London - Frankfurt,,
247,NfcBCRjf,Schlechtester Kunden-Service ever,"Die Lufthansa verspricht viel, hält aber wenig. Auf Grund der Pandesmie wurde mein Flug storniert und auf die Rückerstattung warte ich schon seit mehr als 2 Monate. Bei Emirates war eine Rückerstattung bequem per Onlineformular anzumelden und innerhalb von 3 Wochen war eine volle Erstattung möglich. Als Passagier ist man der Lufthansa nichts wert, kommt gar nicht erst durch beim Service-Center und begegnet purerArroganz.",1.0,,,März 2020,Frankfurt - Zurich,,
248,WzPTZjKa,Unfähig,Personal war freundlich und alles lief trotz Corona bis zur Landung normal. Dann kam die gesamte Unfähigkeit zum tragen. Der Flieger wurde nicht am Terminal in Frankfurt abgefertigt. Sondern es musste (obwohl wegen Corona praktisch kein Flugverkehr herrscht) über den Hintereingang ausgestiegen werden und dann erfolgte der Abtransport in Bussen. Man hatte nicht genügend Busse. So musste man noch ewig auf die Busse warten. Eine Frechheit war die Ausrede des Kapitäns. Wir sind zu früh gelandet und unser Gate war besetzt. Ich stelle leider fest das wir pünktlich gelandet sind. Dumme ausreden.,2.0,,,Mai 2020,Hamburg - Frankfurt,,
249,V60vy3c6,Unverschämt,"Ich Meine Reise kosten nach Stornierung von 22.03.2020 immer noch bekommen. telefonische Gespräch und Email schicken hat auch nicht geholfen. Beim Kaufen von Ticket, warten die kein min, dass das Geld zu bekommen aber bei zurück Gabe des Geldes müssen wir Monaten lang warten. Unverschämtheit. wir werden nie mehr mit Lufthansa fliegen und ich empfehle meine Bekanten und freunde die gleiche und ich erzähle von mein erfahren.",1.0,,,April 2020,Frankfurt - Washington DC,,
250,3tZD1C92,Bei Abbuchung sehr schnell,"Der Bangkok Flug nach Deutschland wurde gestrichen. Wir wurden 2 Tage später auf einer Eurowings Flug von Bangkok umgebucht und auch dieser Flug fand nicht statt. Wir wurden über diese Annullierungen nie informiert,die Buchung wurde sofort abgebucht und nun warten wir schon zwei Monate auf unsere Rückerstattung. Auf Anfragen reagiert sie nicht! Lufthansa zeigt in schlechten Zeiten ihr wahres Gesicht, wenn ich es vermeiden kann, werde ich diese Airline in Zukunft vermeiden.",1.0,,,März 2020,Bangkok - Berlin,,
